ID,ODNB_ID,displayName,prefix,firstName,lastName,suffix,title,gender,birthYearType,birthYear,deathYearType,deathYear
10010222,23418,James Reynolds,,James,Reynolds,,,male,IN,1686,IN,1739
10010206,77113,Sir Carew Reynell,Sir,Carew,Reynell,,,male,IN,1563,IN,1624
10010212,77114,Richard Reynell,,Richard,Reynell,,,male,IN,1565,IN,1631
10050370,,Agnes Blewitt,,Agnes,Blewitt,,,female,AF/IN,1415,AF/IN,1525
10000367,817,Jacob Astley,,Jacob,Astley,,,male,IN,1579,IN,1652
10009706,22232,Sir Henry Piers,Sir,Henry,Piers,,,male,AF,1513,IN,1623
10010020,77277,Ann Putnam,,Ann,Putnam,,,female,IN,1662,IN,1699
10010067,76642,Leonard Ragapo,,Leonard,Ragapo,,,male,IN,1595,IN,1600
10010059,67459,Margaret Radcliffe,,Margaret,Radcliffe,,,female,IN,1582,IN,1654
10010099,23095,Robert Ramsey,,Robert,Ramsey,,,male,IN,1595,IN,1644
10009511,37843,Robert Pemell,,Robert,Pemell,,,male,AF,1543,IN,1653
10010110,23129,Nathanael Ranew,,Nathanael,Ranew,,,male,CA,1602,IN,1677
10010104,23114,Bernard Randolph,,Bernard,Randolph,,,male,IN,1643,CA,1689
10001217,2748,Gerhard Bockman,,Gerhard,Bockman,,,male,IN,1686,IN,1773
10010066,23004,Peter Rae,,Peter,Rae,,,male,IN,1671,IN,1748
10010087,23078,Charles Aloysius Ramsay,,Charles Aloysius,Ramsay,,,male,IN,1677,IN,1680
10005760,12840,Nicholas Heath,,Nicholas,Heath,,,male,CA,1501,IN,1578
10010393,77214,Philip Roettiers,,Philip,Roettiers,,,male,IN,1596,IN,1669
10051112,,Anne Wiseman,,Anne,Wiseman,,,female,AF/IN,1483,IN,1593
10012335,28248,Thomas Vernon,,Thomas,Vernon,,,male,IN,1654,IN,1721
10010123,0,Thomas Ratcliffe,,Thomas,Ratcliffe,,,male,BF,1560,IN,1599
10009727,22300,William Pinke,,William,Pinke,,,male,IN,1599,IN,1629
10006864,15461,Mark Ker,,Mark,Ker,,,male,IN,1517,IN,1584
10010170,37885,Henry Redman,,Henry,Redman,,,male,AF,1418,IN,1528
10010125,23163,Gamaliel Ratsey,,Gamaliel,Ratsey,,,male,AF,1495,IN,1605
10010138,23185,Richard Rawlin,,Richard,Rawlin,,,male,IN,1686,IN,1757
10010129,50661,George Ravenscroft,,George,Ravenscroft,,,male,IN,1632,IN,1683
10010126,23165,Sylvester Rattray,,Sylvester,Rattray,,,male,IN,1650,IN,1666
10003984,8832,William Erbery,,William,Erbery,,,male,IN,1604,IN,1654
10051800,,Elizabeth Melville,,Elizabeth,Melville,,,female,AF/IN,1530,CA,1640
10007207,16203,John Lawson,,John,Lawson,,,male,AF,1601,IN,1711
10010210,77110,Richard Reynell,,Richard,Reynell,,,male,IN,1519,IN,1585
10005158,11413,Anne Greene,,Anne,Greene,,,female,IN,1628,IN,1659
10001146,2570,Robert Blair,,Robert,Blair,,,male,IN,1699,IN,1746
10054735,,Mrs Jane Bradwell nee. Blower,Mrs,Jane,Bradwell nee. Blower,,,female,IN,1689,AF,1727
10012818,29298,Edmund Whitelocke,,Edmund,Whitelocke,,,male,IN,1565,IN,1608
10010219,93682,Robert Reynes,,Robert,Reynes,,,male,AF,1395,IN,1505
10010199,23384,Sir Matthew de Renzy,Sir,Matthew de,Renzy,,,male,IN,1577,IN,1634
10010207,23399,Carew Reynell,,Carew,Reynell,,,male,IN,1690,IN,1755
10003921,8617,William Eldred,,William,Eldred,,,male,IN,1562,AF/IN,1646
10051113,,Eleanor Iden,,Eleanor,Iden,,,female,AF/IN,1483,IN,1593
10004626,63007,Sir Henry Furnese,Sir,Henry,Furnese,,,male,IN,1658,IN,1712
10009561,21937,Henry Algernon Percy,,Henry Algernon,Percy,,,male,IN,1502,IN,1537
10010235,23460,John Rhydderch,,John,Rhydderch,,,male,CA,1673,IN,1735
10001640,67040,Geoffrey Browne,,Geoffrey,Browne,,,male,IN,1608,IN,1668
10010302,23634,Roberto di Ridolfi,,Roberto di,Ridolfi,,,male,IN,1531,IN,1612
10010262,49960,George Richards,,George,Richards,,,male,AF,1584,IN,1694
10009633,75384,John Peyto,,John,Peyto,,,male,AF,1448,IN,1558
10009634,75383,John Peyto,,John,Peyto,,,male,IN,1477,IN,1542
10007845,17695,John Macmillan,,John,Macmillan,,,male,IN,1669,IN,1753
10010280,23578,Robert Richardson,,Robert,Richardson,,,male,AF,1468,IN,1578
10010696,24669,John Saris,,John,Saris,,,male,IN,1580,IN,1643
10054718,,Joseph Rowlandson,Rev,Joseph,Rowlandson,,Reverend,male,AF/IN,1635,IN,1678
10010308,23649,John Rightwise,,John,Rightwise,,,male,IN,1490,IN,1533
10010313,23668,Tristram Risdon,,Tristram,Risdon,,,male,IN,1580,IN,1640
10010379,23916,Robert Roche,,Robert,Roche,,,male,IN,1576,IN,1629
10000561,1172,William Baldwin,,William,Baldwin,,,male,IN,1562,IN,1632
10010338,23788,Bartholomew Robertson,,Bartholomew,Robertson,,,male,IN,1601,IN,1622
10010316,23682,Georg Ritschel,,Georg,Ritschel,,,male,IN,1616,IN,1683
10010334,23766,Lewes Roberts,,Lewes,Roberts,,,male,IN,1596,IN,1641
10010305,70487,George Rigby,,George,Rigby,,,male,IN,1602,IN,1644
10054734,,Mrs Philarmonica,,Mrs,Philarmonica,,,other,BF,1700,AF,1750
10050995,,Agnes Tylney,,Agnes,Tylney,,,female,IN,1477,IN,1545
10010378,23913,Michael de la Roche,,Michael de la,Roche,,,male,IN,1680,IN,1742
10010391,76732,Joseph Roettier,,Joseph,Roettier,,,male,IN,1635,IN,1703
10002651,5870,Edward Coleman,,Edward,Coleman,,,male,IN,1622,IN,1669
10010464,45821,Katherine Ross,,Katherine,Ross,,,female,IN,1635,IN,1697
10010433,24030,Hercules Rollock,,Hercules,Rollock,,,male,IN,1546,IN,1599
10054749,,Elizabeth Bulkeley,,Elizabeth,Bulkeley,,,female,BF,1627,AF,1627
10006573,14712,Thomas Jekyll,,Thomas,Jekyll,,,male,IN,1646,IN,1698
10054737,,Ursula Fairfax,,Ursula,Fairfax,,,female,IN,1647,IN,1702
10010414,24001,Timothy Rogers,,Timothy,Rogers,,,male,IN,1589,IN,1655
10009554,21923,Algernon Percy,,Algernon,Percy,,,male,IN,1602,IN,1668
10010389,23947,Pieter van Roestraeten,,Pieter van,Roestraeten,,,male,IN,1630,IN,1700
10003752,8182,William Dugard,,William,Dugard,,,male,IN,1606,IN,1662
10009631,75388,Edward Peyto,,Edward,Peyto,,,male,IN,1625,IN,1658
10010385,70955,Sir George Rodney,Sir,George,Rodney,,,male,IN,1575,IN,1601
10011368,26134,Robert Spencer,,Robert,Spencer,,,male,IN,1570,IN,1627
10010439,24055,Sir William Romney,Sir,William,Romney,,,male,AF,1501,IN,1611
10011267,25885,Richard Smyth,,Richard,Smyth,,,male,IN,1499,IN,1563
10010440,54456,Eleanor Romyng,,Eleanor,Romyng,,,female,BF,1525,AF,1525
10010448,69370,John Roper,,John,Roper,,,male,AF,1414,IN,1524
10011461,26252,Philip Stanhope,,Philip,Stanhope,,,male,IN,1583,IN,1656
10010472,24148,Michael Rothe,,Michael,Rothe,,,male,IN,1661,IN,1741
10010456,57249,William Rose,,William,Rose,,,male,IN,1693,IN,1705
10010489,75390,Thomas Rous,,Thomas,Rous,,,male,AF,1428,BF,1538
10010482,75395,Sir Edward Rous,Sir,Edward,Rous,,,male,IN,1638,IN,1677
10007710,17278,John Lyon,,John,Lyon,,,male,IN,1544,IN,1578
10000188,469,Sir Edmund Anderson,Sir,Edmund,Anderson,,,male,CA,1530,IN,1605
10010697,24670,Jacob de Castro Sarmento,,Jacob de Castro,Sarmento,,,male,CA,1692,IN,1762
10050290,,Ursula Payne,,Ursula,Payne,,,female,AF/IN,1390,AF/IN,1500
10008382,18990,Sir Thomas Monson,Sir,Thomas,Monson,,,male,IN,1563,IN,1641
10012182,0,Sir William Twysden,Sir,William,Twysden,,,male,IN,1566,IN,1629
10010522,77093,Griogair Ruadh MacGregor,,Griogair,Ruadh MacGregor,,,male,AF,1460,IN,1570
10010465,24133,Thomas Ross,,Thomas,Ross,,,male,IN,1575,IN,1618
10010521,76534,Donald Ruadh MacCrimmon,,Donald,Ruadh MacCrimmon,,,male,BF,1700,AF,1731
10010491,75397,Sir Thomas Rous,Sir,Thomas,Rous,,,male,IN,1664,IN,1721
10010481,75392,Edward Rous,,Edward,Rous,,,male,IN,1540,IN,1611
10010759,66372,Daniel Scargill,,Daniel,Scargill,,,male,IN,1647,IN,1721
10010533,24260,William Rugg,,William,Rugg,,,male,AF,1440,IN,1550
10010478,37918,Jean Rotz,,Jean,Rotz,,,male,CA,1505,AF/IN,1560
10007793,17532,John Machin,,John,Machin,,,male,IN,1624,IN,1664
10010642,24574,Thomas Salter,,Thomas,Salter,,,male,IN,1579,IN,1581
10007568,16943,Robert Logan of Restalrig,,Robert,Logan,of Restalrig,,male,IN,1555,IN,1606
10008296,0,Isaac Milles,,Isaac,Milles,,,male,IN,1638,IN,1720
10050155,,Mary Ferrar,,Mary,Ferrar,,,female,CA,1601,IN,1680
10000677,1466,Ambrose Barnes,,Ambrose,Barnes,,,male,IN,1627,IN,1710
10010586,23539,Thomas Rychard,,Thomas,Rychard,,,male,AF,1453,IN,1563
10010593,0,John Ryther,,John,Ryther,,,male,CA,1631,IN,1681
10010585,38472,Sir Peter Rycaut,Sir,Peter,Rycaut,,,male,IN,1578,IN,1653
10010631,72599,Henry Salkeld,,Henry,Salkeld,,,male,IN,1584,IN,1645
10010632,24550,William Salkeld,,William,Salkeld,,,male,IN,1671,IN,1715
10054713,,William Bulmer,,William,Bulmer,,,male,IN,1512,IN,1555
10010582,24380,John Rutty,,John,Rutty,,,male,IN,1698,IN,1775
10009231,21075,John Packer,,John,Packer,,,male,IN,1572,IN,1649
10010753,92349,Alessandro Cesare Scaglia,,Alessandro Cesare,Scaglia,,,male,IN,1592,IN,1641
10006001,13381,Samuel Hoard,,Samuel,Hoard,,,male,IN,1599,IN,1658
10054719,,Lady Katherine Tufton,Lady,Katherine,Tufton,,Lady,female,IN,1693,IN,1733
10010656,24589,Richard Samble,,Richard,Samble,,,male,IN,1644,IN,1680
10010640,24567,James Salter,,James,Salter,,,male,BF,1665,AF,1665
10010683,24644,John Sandsbury,,John,Sandsbury,,,male,IN,1575,IN,1610
10010682,24643,James Sandilands,,James,Sandilands,,,male,AF,1643,IN,1753
10011427,69753,Dorothy Stafford,,Dorothy,Stafford,,,female,IN,1526,IN,1604
10010667,24607,Peter Samwaies,,Peter,Samwaies,,,male,IN,1615,IN,1693
10054740,,Ann Archer,,Ann,Archer,,,female,BF,1609,AF,1617
10011439,26217,William Stafford,,William,Stafford,,,male,IN,1554,IN,1612
10010707,24694,Sir George Saunders,Sir,George,Saunders,,,male,IN,1670,IN,1734
10004628,10253,John Fursdon,,John,Fursdon,,,male,AF,1528,IN,1638
10010720,53711,Roland Savage,,Roland,Savage,,,male,AF,1409,IN,1519
10005629,12523,John Harvey,,John,Harvey,,,male,IN,1564,IN,1592
10054739,,Anthony Babington,,Anthony,Babington,,,male,BF,1500,AF/IN,1536
10000218,548,Christopher Angelus,,Christopher,Angelus,,,male,AF,1528,IN,1638
10010706,24693,Erasmus Saunders,,Erasmus,Saunders,,,male,IN,1670,IN,1724
10008498,19233,Robert Morgan,,Robert,Morgan,,,male,IN,1608,IN,1673
10010779,24851,Anthony Scoloker,,Anthony,Scoloker,,,male,BF,1604,AF,1604
10010737,74821,Sir John Savile,Sir,John,Savile,,,male,AF,1395,IN,1505
10010760,24787,Robert Scarlett,,Robert,Scarlett,,,male,IN,1495,IN,1594
10010745,74223,George Sawer,,George,Sawer,,,male,AF,1517,IN,1627
10010739,74823,Sir Robert Savile,Sir,Robert,Savile,,,male,AF,1475,IN,1585
10008339,18893,Abraham de Moivre,,Abraham de,Moivre,,,male,IN,1667,IN,1754
10010743,24747,Vincentio Saviolo,,Vincentio,Saviolo,,,male,BF,1595,AF,1595
10010766,24797,George Scharpe,,George,Scharpe,,,male,IN,1583,IN,1638
10052066,,Mary Tyrrell,,Mary,Tyrrell,,,female,IN,1552,AF/IN,1593
10005992,13362,Gruffudd Hiraethog,,Gruffudd,Hiraethog,,,male,AF,1454,IN,1564
10000160,70948,Thomas Alsop,,Thomas,Alsop,,,male,AF,1448,IN,1558
10012231,28041,Richard Uvedale,,Richard,Uvedale,,,male,BF,1508,IN,1556
10007125,16006,Gerard Langbaine,,Gerard,Langbaine,,,male,IN,1608,IN,1658
10051114,,Elizabeth Blount,,Elizabeth,Blount,,,female,AF/IN,1483,IN,1593
10010816,24941,Henry Scougal,,Henry,Scougal,,,male,IN,1650,IN,1678
10010819,71623,George Scougall,,George,Scougall,,,male,IN,1694,IN,1737
10010815,24939,Joshua Scottow,,Joshua,Scottow,,,male,IN,1618,IN,1698
10009670,22144,Arthur Phillips,,Arthur,Phillips,,,male,IN,1605,IN,1695
10010775,24843,William Sclater,,William,Sclater,,,male,IN,1638,IN,1727
10010821,75559,Feathery Scribe,,Feathery,Scribe,,,male,IN,1625,IN,1640
10010820,24942,John Scougall,,John,Scougall,,,male,CA,1645,CA,1737
10010781,60955,Alexander Scot,,Alexander,Scot,,,male,IN,1560,IN,1616
10000338,768,Charles Ashton,,Charles,Ashton,,,male,IN,1665,IN,1752
10002006,4510,Sir John Campbell of Lundie,Sir,John,Campbell,of Lundie,,male,AF,1452,IN,1562
10011857,95284,Edmund Tew,,Edmund,Tew,,,male,IN,1700,IN,1770
10011858,61709,Thomas Tew,,Thomas,Tew,,,male,AF,1585,IN,1695
10010866,25032,Simon Segar,,Simon,Segar,,,male,IN,1656,IN,1712
10010842,24980,John Seagar,,John,Seagar,,,male,AF,1546,IN,1656
10010871,77119,Sir William Selby senior,Sir,William,Selby senior,,,male,AF,1502,IN,1612
10010855,25001,John Securis,,John,Securis,,,male,IN,1550,IN,1580
10010849,53694,Henry Season,,Henry,Season,,,male,IN,1693,IN,1775
10010864,25024,Jeremiah Seed,,Jeremiah,Seed,,,male,CA,1699,IN,1747
10010868,77117,John Selby of Twizel,,John,Selby,of Twizel,,male,AF,1455,IN,1565
10010852,24999,William Secker,,William,Secker,,,male,AF,1571,CA,1681
10013274,96290,Barker,,Barker,,,,male,IN,1665,IN,1667
10050372,,Elizabeth Barley,,Elizabeth,Barley,,,female,AF/IN,1415,IN,1525
10001646,37234,John Browne,,John,Browne,,,male,IN,1590,IN,1651
10000339,769,Edward Ashton,,Edward,Ashton,,,male,AF,1548,IN,1658
10010884,25079,George Semple,,George,Semple,,,male,IN,1700,IN,1782
10012727,29131,Robert Weston,,Robert,Weston,,,male,BF/IN,1522,IN,1573
10007955,18019,Robert Mapletoft,,Robert,Mapletoft,,,male,IN,1609,IN,1677
10011862,56076,Peter Thatcher,,Peter,Thatcher,,,male,IN,1587,IN,1641
10011871,49984,Sir Dalby Thomas,Sir,Dalby,Thomas,,,male,IN,1650,IN,1711
10011868,27183,Styan Thirlby,,Styan,Thirlby,,,male,IN,1691,IN,1753
10011154,25699,John Skewys,,John,Skewys,,,male,AF,1434,IN,1544
10009827,22518,Matthew Poole,,Matthew,Poole,,,male,CA,1624,IN,1679
10010907,25129,Thomas Settle,,Thomas,Settle,,,male,IN,1555,IN,1622
10010944,25212,John Sharp,,John,Sharp,,,male,IN,1572,IN,1647
10010951,25232,Lewis Sharpe,,Lewis,Sharpe,,,male,BF,1640,AF,1640
10003985,8834,Sampson Erdeswick,,Sampson,Erdeswick,,,male,IN,1538,IN,1603
10007795,0,Huw Machno,,Huw,Machno,,,male,BF,1585,AF,1637
10010961,25261,Lachlan Shaw,,Lachlan,Shaw,,,male,CA,1686,IN,1777
10002088,4671,George Carleton,,George,Carleton,,,male,IN,1557,IN,1628
10011179,25735,Peter Smalle,,Peter,Smalle,,,male,IN,1577,BF,1687
10011194,52495,Eliza Smith,,Eliza,Smith,,,female,AF,1622,CA,1732
10011236,25901,Stephen Smith,,Stephen,Smith,,,male,IN,1623,IN,1678
10050158,,Magdalen Herbert,,Magdalen,Herbert,,,female,CA,1552,AF/IN,1627
10011288,25991,Count Hendrik Trajectinus van Solms,,Count Hendrik Trajectinus van,Solms,,,male,IN,1636,IN,1693
10006664,59669,Henrietta Johnston,,Henrietta,Johnston,,,female,IN,1674,IN,1729
10000969,2110,Robert Bennett,,Robert,Bennett,,,male,IN,1605,IN,1683
10000340,771,Hugh Ashton,,Hugh,Ashton,,,male,AF,1412,IN,1522
10004406,9758,John Florio,,John,Florio,,,male,IN,1553,IN,1625
10011025,25374,Lawrence Sheriff,,Lawrence,Sheriff,,,male,IN,1515,IN,1567
10009417,21538,William Paterson,,William,Paterson,,,male,IN,1658,IN,1719
10007038,15777,Thomas Knowlton,,Thomas,Knowlton,,,male,IN,1691,IN,1781
10011018,25388,John Sherey,,John,Sherey,,,male,AF,1441,IN,1551
10011061,25463,Sebastian Shortal,,Sebastian,Shortal,,,male,AF,1529,IN,1639
10006724,15121,Sir Joseph Jordan,Sir,Joseph,Jordan,,,male,IN,1603,IN,1685
10011308,26032,William Soone,,William,Soone,,,male,IN,1545,IN,1575
10006711,15086,Thomas Jones,,Thomas,Jones,,,male,IN,1550,IN,1619
10011048,25422,William Shipton,,William,Shipton,,,male,CA,1640,AF/IN,1672
10011049,45824,Elizabeth Shirley,,Elizabeth,Shirley,,,female,IN,1564,IN,1641
10005299,11751,Edmund Gunter,,Edmund,Gunter,,,male,IN,1581,IN,1626
10006286,13950,Charles Howe,,Charles,Howe,,,male,IN,1661,IN,1742
10011042,54963,Mathew Shiffner,,Mathew,Shiffner,,,male,IN,1690,IN,1756
10011057,25448,Robert Shirwood,,Robert,Shirwood,,,male,IN,1519,IN,1523
10008298,18754,Thomas Milles,,Thomas,Milles,,,male,IN,1671,IN,1740
10011040,25398,Robert Sherwood,,Robert,Sherwood,,,male,IN,1622,IN,1634
10009688,68899,Rhisiart Phylip,,Rhisiart,Phylip,,,male,AF,1531,IN,1641
10006541,71941,Thomas James,,Thomas,James,,,male,AF,1628,IN,1738
10009219,21048,John Oxenbridge,,John,Oxenbridge,,,male,IN,1608,IN,1674
10011084,25508,Sir Christopher Sibthorp,Sir,Christopher,Sibthorp,,,male,AF,1522,IN,1632
10011098,25551,Tipping Silvester,,Tipping,Silvester,,,male,IN,1700,IN,1768
10011140,25646,John Sinnich,,John,Sinnich,,,male,IN,1603,IN,1666
10011072,74238,Nathaniel Shute,,Nathaniel,Shute,,,male,IN,1587,IN,1638
10011097,25549,George Silver,,George,Silver,,,male,IN,1580,IN,1599
10011113,25593,Thomas Simpson,,Thomas,Simpson,,,male,IN,1582,CA,1628
10005208,11530,Elizabeth Grey,Lady,Elizabeth,Grey,,Countess of Kent,female,IN,1582,IN,1651
10011076,74239,Thomas Shute,,Thomas,Shute,,,male,IN,1590,IN,1618
10011086,25513,Henry Siddall,,Henry,Siddall,,,male,AF,1462,IN,1572
10011141,68901,Phylip Sion Phylip,,Phylip,Sion Phylip,,,male,AF,1566,IN,1676
10011172,25720,Edward Slaughter,,Edward,Slaughter,,,male,IN,1655,IN,1729
10051115,,Elizabeth Cervington,,Elizabeth,Cervington,,,female,AF/IN,1483,AF/IN,1593
10004096,9084,Henry Fairfax,,Henry,Fairfax,,,male,IN,1588,IN,1665
10011174,25726,Guilford Slingsby,,Guilford,Slingsby,,,male,IN,1610,IN,1643
10007050,15808,Nicolaus Kratzer,,Nicolaus,Kratzer,,,male,IN,1486,AF,1550
10011155,25675,Gilbert Skeyne,,Gilbert,Skeyne,,,male,IN,1522,IN,1599
10011195,70263,Elleine Smith,,Elleine,Smith,,,female,AF,1469,IN,1579
10011171,25719,William Slatyer,,William,Slatyer,,,male,IN,1587,IN,1647
10011233,25899,Samuel Smith,,Samuel,Smith,,,male,IN,1587,IN,1620
10012496,28635,Sir John Walter,Sir,John,Walter,,,male,IN,1565,IN,1630
10005207,11524,Arthur Grey,,Arthur,Grey,,,male,IN,1536,IN,1593
10011259,73532,Hugh Smyth,,Hugh,Smyth,,,male,IN,1530,IN,1580
10007208,16202,Sir John Lawson,Sir,John,Lawson,,,male,IN,1615,IN,1665
10002089,4672,George Carleton,,George,Carleton,,,male,IN,1651,IN,1728
10012282,0,Nicholas Vaux Baron Vaux,,Nicholas,Vaux,,Baron Vaux,male,IN,1460,IN,1523
10011265,73530,Matthew Smyth,,Matthew,Smyth,,,male,AF,1416,IN,1526
10054743,,Mary Arthington,,Mary,Arthington,,,female,IN,1616,IN,1678
10011291,28108,Paul van Somer,,Paul van,Somer,,,male,IN,1670,IN,1694
10004415,9776,Robert Fludd,,Robert,Fludd,,,male,IN,1574,IN,1637
10005569,12379,Thomas Harriot,,Thomas,Harriot,,,male,IN,1560,IN,1621
10006020,13414,Sir Thomas Hoby,Sir,Thomas,Hoby,,,male,IN,1530,IN,1566
10011311,26039,Seth Sothel,,Seth,Sothel,,,male,AF,1583,IN,1693
10011360,65523,Barbara Spencer,,Barbara,Spencer,,,female,IN,1697,IN,1721
10051081,,Mary Poyntz,,Mary,Poyntz,,,female,AF/IN,1481,IN,1591
10050030,,Hamnet Shakespeare,,Hamnet,Shakespeare,,,male,IN,1585,IN,1596
10011353,26102,Clement Spelman,,Clement,Spelman,,,male,IN,1598,IN,1679
10006162,73807,Sir William Hope,Sir,William,Hope,,,male,IN,1664,IN,1729
10004505,9988,Sir James Foulis of Colinton,Sir,James,Foulis,of Colinton,,male,IN,1645,IN,1711
10004630,25610,Simwnt Fychan,,Simwnt,Fychan,,,male,AF,1496,IN,1606
10011394,61761,Margaret Spring,,Margaret,Spring,,,female,AF,1394,AF/IN,1504
10011395,61762,Thomas Spring,,Thomas,Spring,,,male,IN,1456,IN,1523
10011393,61764,Sir John Spring,Sir,John,Spring,,,male,IN,1498,IN,1548
10011392,61763,Alice Spring,,Alice,Spring,,,female,AF,1428,IN,1538
10011366,56139,John Spencer,,John,Spencer,,,male,IN,1629,IN,1681
10011406,64813,William St Clair of Roslin,,William,St Clair,of Roslin,,male,IN,1700,IN,1778
10005763,12843,Robert Heath,,Robert,Heath,,,male,IN,1620,AF/IN,1685
10011960,27456,Henry Timberlake,,Henry,Timberlake,,,male,AF,1515,IN,1625
10052097,,Alice Brandon,,Alice,Brandon,,,female,IN,1556,BF,1608
10011452,26233,Myles Standish,,Myles,Standish,,,male,IN,1584,IN,1656
10006498,14500,Jeremiah Ives,,Jeremiah,Ives,,,male,IN,1646,IN,1674
10011434,26213,Richard Stafford,,Richard,Stafford,,,male,IN,1663,IN,1703
10011445,66032,Andrew Stalker,,Andrew,Stalker,,,male,IN,1696,IN,1770
10011443,26224,William Staley,,William,Staley,,,male,AF,1568,IN,1678
10054700,,Elizabeth Christmasse,,Elizabeth,Christmasse,,,female,BF,1541,AF,1541
10006688,15022,Jezreel Jones,,Jezreel,Jones,,,male,AF,1621,IN,1731
10005463,12126,Thomas Hamilton,,Thomas,Hamilton,,,male,IN,1563,IN,1637
10011480,74674,Edward Stanton,,Edward,Stanton,,,male,IN,1681,IN,1734
10011488,26306,Theobald Stapleton,,Theobald,Stapleton,,,male,IN,1589,IN,1647
10050035,,Magdeline Bruce,,Magdeline,Bruce,,,female,BF,1586,AF,1586
10011481,26289,John Stanwix,,John,Stanwix,,,male,IN,1693,IN,1766
10011454,26238,Sir William Stanford,Sir,William,Stanford,,,male,IN,1509,IN,1558
10011455,26240,Charles Stanhope,,Charles,Stanhope,,,male,IN,1673,IN,1760
10011509,69279,Grizell Steevens,,Grizell,Steevens,,,male,IN,1653,IN,1747
10011514,26387,Jeremiah Stephens,,Jeremiah,Stephens,,,male,IN,1591,IN,1665
10011503,26345,Joshua Steele,,Joshua,Steele,,,male,IN,1700,IN,1796
10005630,70722,Sir Nicholas Harvey,Sir,Nicholas,Harvey,,,male,IN,1491,IN,1532
10002562,0,Sir Gervase Clifton,Sir,Gervase,Clifton,,,male,BF,1600,AF,1634
10004632,10260,Martin Fynch,,Martin,Fynch,,,male,IN,1628,IN,1698
10011596,69095,Gabriel Stokes,,Gabriel,Stokes,,,male,IN,1682,IN,1768
10011507,66806,Bartholomew Steer,,Bartholomew,Steer,,,male,IN,1568,CA,1597
10011502,26341,Rowland Stedman,,Rowland,Stedman,,,male,AF,1563,IN,1673
10011685,38026,Jane Stuart,,Jane,Stuart,,,female,IN,1654,IN,1742
10008299,52142,Edward Millington,,Edward,Millington,,,male,IN,1636,IN,1703
10002381,5261,Lady Jane Cheyne,Lady,Jane,Cheyne,,,female,IN,1620,IN,1669
10011593,67973,Dietrich Stoeffken,,Dietrich,Stoeffken,,,male,IN,1600,IN,1673
10011601,26573,Henry Stone,,Henry,Stone,,,male,IN,1616,IN,1653
10011618,56678,William Stout,,William,Stout,,,male,IN,1665,IN,1752
10011608,26587,Joshua Stopford,,Joshua,Stopford,,,male,IN,1635,IN,1675
10011639,26655,William Streat,,William,Streat,,,male,IN,1599,IN,1666
10002162,4837,Henry Cary,,Henry,Cary,,,male,IN,1575,IN,1633
10011598,48246,Andrew Stone,,Andrew,Stone,,,male,AF,1601,IN,1711
10011604,67108,Matthew Stoneham,,Matthew,Stoneham,,,male,IN,1571,IN,1636
10011637,38020,John Stratford,,John,Stratford,,,male,CA,1582,AF/IN,1634
10002470,69901,Alexander Clark of Balbirnie,,Alexander,Clark,of Balbirnie,,male,AF,1481,IN,1591
10011648,26668,Thomas John Francis Strickland,,Thomas John Francis,Strickland,,,male,IN,1682,IN,1740
10011702,38029,William Stumpe,,William,Stumpe,,,male,IN,1497,IN,1552
10011920,89650,John Thrift,,John,Thrift,,,male,AF,1642,IN,1752
10011622,26622,John Strachey,,John,Strachey,,,male,IN,1671,IN,1743
10011655,26674,Thomas Strode,,Thomas,Strode,,,male,AF,1587,IN,1697
10011662,55910,William Struthers,,William,Struthers,,,male,IN,1578,IN,1633
10011621,67847,George Strachan,,George,Strachan,,,male,IN,1592,IN,1634
10012406,28398,John Wagstaffe,,John,Wagstaffe,,,male,IN,1633,IN,1677
10011633,68896,Henry Strangeways,,Henry,Strangeways,,,male,AF,1452,IN,1562
10003735,8143,Ambrose Dudley,,Ambrose,Dudley,,,male,IN,1530,IN,1590
10006158,13722,Sir James Hope of Hopetoun,Sir,James,Hope,of Hopetoun,,male,IN,1614,IN,1661
10000206,521,Eusebius Andrewes,,Eusebius,Andrewes,,,male,IN,1606,IN,1650
10011738,26839,Tobias Swinden,,Tobias,Swinden,,,male,IN,1659,IN,1719
10003132,6911,William Cuningham,,William,Cuningham,,,male,IN,1531,IN,1586
10001706,3802,George Brydges,,George,Brydges,,,male,IN,1620,IN,1655
10003880,8490,Henry Edmondson,,Henry,Edmondson,,,male,IN,1606,IN,1659
10004905,10870,Michael Godfrey,,Michael,Godfrey,,,male,IN,1659,IN,1695
10011714,54335,John Sutherland,,John,Sutherland,,,male,AF,1398,IN,1508
10011737,26836,Henry Swinburne,,Henry,Swinburne,,,male,IN,1551,IN,1624
10008666,19686,Sir Thomas Myddelton,Sir,Thomas,Myddelton,,,male,IN,1586,IN,1666
10007046,15800,Thomas Knyvett,,Thomas,Knyvett,,,male,IN,1545,IN,1622
10011729,69728,Thomas Swalwell,,Thomas,Swalwell,,,male,AF,1429,IN,1539
10011731,26821,Richard Swanley,,Richard,Swanley,,,male,IN,1594,IN,1650
10011739,68259,Gilbert Swinhoe,,Gilbert,Swinhoe,,,male,IN,1658,IN,1671
10011745,26844,Thomas Swynnerton,,Thomas,Swynnerton,,,male,AF,1444,IN,1554
10051144,,Eleanor Britton,,Eleanor,Britton,,,female,AF/IN,1485,AF/IN,1595
10006287,13951,Emanuel Scrope Howe,,Emanuel Scrope,Howe,,,male,IN,1663,IN,1709
